|||Sütunlar||||||||||||
||2015|125.0|111.0|100.0|85.0|80.0|77.0|75.0|73.0|80.0|92.0|96.0|102.0|
||2016|113.0|102.0|95.0|62.0|65.0|67.0|83.0|84.0|92.0|95.0|97.0|108.0|
||2017|108.0|105.0|101.0|89.0|96.0|85.0|83.0|69.0|71.0|84.0|89.0|90.0|
||2018|71.0|73.0|68.0|73.0|70.0|70.0|80.0|83.0|84.0|80.0|76.0|81.0|
||2019|89.0|113.0|118.0|106.0|91.0|84.0|86.0|86.0|75.0|77.0|74.0|82.0|
||2020|80.0|83.0|77.0|95.0|93.0|99.0|95.0|107.0|123.0|136.0|146.0||
|1. (15+) ve Erkek ve 7. (İş Bulmuş, Başlamak İçin Bekliyor)|2014|32.0|33.0|31.0|31.0|28.0|31.0|36.0|39.0|37.0|28.0|25.0|30.0|
||2015|28.0|30.0|23.0|24.0|26.0|31.0|31.0|30.0|26.0|24.0|22.0|22.0|
||2016|26.0|26.0|36.0|33.0|34.0|26.0|24.0|34.0|32.0|37.0|30.0|36.0|
||2017|40.0|39.0|39.0|30.0|36.0|29.0|36.0|40.0|48.0|43.0|34.0|28.0|
||2018|39.0|44.0|47.0|39.0|50.0|46.0|52.0|43.0|49.0|37.0|33.0|35.0|
||2019|44.0|40.0|36.0|39.0|40.0|44.0|51.0|58.0|54.0|36.0|31.0|33.0|
||2020|42.0|37.0|31.0|25.0|34.0|41.0|57.0|56.0|58.0|40.0|39.0||
|1. (15+) ve Kadın ve 1. (Tam Zamanlı)|2014|773.0|796.0|796.0|767.0|798.0|834.0|926.0|976.0|1058.0|1031.0|989.0|929.0|
||2015|953.0|969.0|978.0|928.0|962.0|984.0|1059.0|1086.0|1102.0|1068.0|1043.0|1017.0|
||2016|1032.0|1010.0|970.0|942.0|960.0|1066.0|1199.0|1311.0|1377.0|1402.0|1377.0|1325.0|
||2017|1287.0|1264.0|1235.0|1166.0|1154.0|1228.0|1352.0|1385.0|1372.0|1280.0|1230.0|1197.0|
||2018|1209.0|1198.0|1165.0|1138.0|1165.0|1240.0|1364.0|1444.0|1448.0|1411.0|1395.0|1449.0|
||2019|1545.0|1594.0|1552.0|1466.0|1446.0|1524.0|1653.0|1725.0|1697.0|1635.0|1564.0|1537.0|
||2020|1461.0|1338.0|1176.0|1044.0|1069.0|1206.0|1347.0|1391.0|1353.0|1300.0|1237.0||
|1. (15+) ve Kadın ve 2. (Tam Zamanlı, Ancak Bulamazsa Yarı Zamanlı Olabilir)|2014|37.0|45.0|48.0|55.0|53.0|54.0|44.0|44.0|44.0|46.0|50.0|46.0|
||2015|49.0|46.0|47.0|33.0|27.0|26.0|34.0|32.0|32.0|33.0|42.0|50.0|
||2016|55.0|50.0|41.0|41.0|47.0|55.0|60.0|61.0|67.0|72.0|72.0|76.0|
||2017|85.0|78.0|74.0|71.0|81.0|66.0|55.0|55.0|64.0|71.0|59.0|51.0|
||2018|51.0|48.0|54.0|39.0|50.0|54.0|57.0|52.0|50.0|44.0|41.0|32.0|
||2019|36.0|39.0|37.0|36.0|32.0|39.0|51.0|64.0|69.0|69.0|73.0|62.0|
||2020|56.0|38.0|39.0|35.0|40.0|49.0|53.0|58.0|52.0|54.0|46.0||
|1. (15+) ve Kadın ve 3. (Yarı Zamanlı)|2014|27.0|27.0|30.0|23.0|20.0|16.0|17.0|26.0|35.0|38.0|30.0|25.0|
||2015|38.0|40.0|39.0|25.0|23.0|21.0|20.0|28.0|35.0|53.0|48.0|49.0|
||2016|36.0|38.0|33.0|29.0|20.0|21.0|25.0|33.0|40.0|42.0|48.0|42.0|
||2017|51.0|49.0|49.0|40.0|31.0|33.0|38.0|44.0|43.0|40.0|38.0|43.0|
||2018|42.0|45.0|33.0|30.0|20.0|26.0|26.0|36.0|37.0|44.0|44.0|50.0|
||2019|44.0|43.0|39.0|48.0|48.0|51.0|41.0|46.0|44.0|54.0|51.0|47.0|
||2020|38.0|35.0|27.0|23.0|24.0|30.0|32.0|34.0|46.0|56.0|56.0||
|1. (15+) ve Kadın ve 4. (Yarı Zamanlı, Ancak Bulamazsa Tam Zamanlı Olabilir)|2014|0.0|0.0|1.0|1.0|2.0|1.0|1.0|-9.93E8|1.0|1.0|2.0|1.0|
||2015|0.0|-9.93E8|1.0|1.0|1.0|-9.93E8|-9.93E8|1.0|1.0|1.0|1.0|2.0|
||2016|2.0|1.0|-9.93E8|2.0|2.0|3.0|1.0|2.0|3.0|4.0|3.0|1.0|
||2017|2.0|2.0|5.0|4.0|4.0|3.0|5.0|5.0|3.0|1.0|1.0|1.0|
||2018|1.0|1.0|1.0|1.0|2.0|2.0|2.0|1.0|1.0|1.0|-9.93E8|-9.93E8|
||2019|2.0|3.0|5.0|4.0|4.0|4.0|4.0|3.0|2.0|2.0|0.0|1.0|
||2020|0.0|2.0|4.0|4.0|3.0|1.0|1.0|1.0|3.0|3.0|3.0||
|1. (15+) ve Kadın ve 5. (Tam Zamanlı Veya Yarı Zamanlı Farketmez)|2014|42.0|44.0|45.0|34.0|36.0|31.0|32.0|34.0|36.0|37.0|36.0|32.0|
||2015|36.0|32.0|31.0|24.0|22.0|24.0|31.0|33.0|30.0|20.0|20.0|21.0|
||2016|23.0|29.0|30.0|29.0|23.0|27.0|31.0|29.0|20.0|16.0|18.0|18.0|
||2017|11.0|8.0|10.0|12.0|16.0|15.0|15.0|10.0|14.0|15.0|22.0|17.0|
||2018|19.0|20.0|23.0|20.0|18.0|16.0|16.0|17.0|23.0|31.0|31.0|30.0|
||2019|36.0|41.0|39.0|29.0|21.0|19.0|22.0|25.0|26.0|26.0|21.0|31.0|
||2020|44.0|61.0|62.0|66.0|64.0|70.0|67.0|71.0|75.0|80.0|77.0||
|1. (15+) ve Kadın ve 6. (Kendi İşini Kurmak İstiyor)|2014|16.0|15.0|15.0|17.0|17.0|25.0|26.0|30.0|20.0|19.0|29.0|46.0|
||2015|50.0|45.0|34.0|37.0|31.0|31.0|26.0|28.0|29.0|32.0|34.0|32.0|
||2016|27.0|21.0|23.0|24.0|26.0|31.0|36.0|34.0|25.0|22.0|29.0|27.0|
||2017|30.0|19.0|22.0|25.0|31.0|31.0|32.0|28.0|28.0|17.0|18.0|15.0|
||2018|22.0|22.0|22.0|21.0|21.0|27.0|22.0|25.0|23.0|25.0|25.0|29.0|
||2019|41.0|38.0|32.0|24.0|22.0|25.0|24.0|29.0|29.0|35.0|31.0|32.0|
||2020|20.0|26.0|21.0|23.0|21.0|28.0|37.0|36.0|31.0|23.0|22.0||
|1. (15+) ve Kadın ve 7. (İş Bulmuş, Başlamak İçin Bekliyor)|2014|19.0|14.0|10.0|5.0|8.0|9.0|20.0|25.0|26.0|21.0|15.0|14.0|
||2015|17.0|18.0|19.0|10.0|9.0|11.0|18.0|27.0|31.0|29.0|19.0|16.0|
||2016|15.0|15.0|9.0|11.0|11.0|15.0|15.0|21.0|19.0|22.0|19.0|22.0|
||2017|18.0|18.0|18.0|16.0|17.0|16.0|23.0|36.0|39.0|29.0|15.0|12.0|
||2018|13.0|22.0|22.0|31.0|27.0|35.0|35.0|38.0|29.0|18.0|7.0|7.0|
||2019|11.0|16.0|17.0|19.0|20.0|22.0|19.0|23.0|21.0|19.0|15.0|22.0|
||2020|26.0|24.0|22.0|20.0|23.0|22.0|23.0|24.0|27.0|25.0|19.0||
|2. (15-24) ve 1. (Okuma Yazma Bilmeyen) ve 1. (Tam Zamanlı)|2014|6.0|7.0|6.0|5.0|5.0|5.0|3.0|2.0|3.0|7.0|9.0|9.0|
||2015|6.0|7.0|6.0|5.0|3.0|2.0|3.0|3.0|4.0|4.0|7.0|7.0|
||2016|12.0|10.0|8.0|2.0|2.0|8.0|8.0|8.0|3.0|3.0|5.0|10.0|
||2017|10.0|8.0|3.0|2.0|4.0|5.0|5.0|5.0|6.0|8.0|8.0|10.0|
||2018|9.0|7.0|6.0|4.0|3.0|1.0|5.0|10.0|10.0|5.0|1.0|1.0|
||2019|9.0|15.0|16.0|11.0|5.0|10.0|10.0|9.0|4.0|6.0|7.0|9.0|
||2020|9.0|8.0|5.0|4.0|6.0|5.0|3.0|3.0|3.0|2.0|-9.93E8||
|2. (15-24) ve 1. (Okuma Yazma Bilmeyen) ve 2. (Tam Zamanlı, Ancak Bulamazsa Yarı Zamanlı Olabilir)|2014|1.0|1.0|5.0|7.0|6.0|2.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|0.0|0.0|
||2015|0.0|-9.93E8|0.0|0.0|0.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2016|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2017|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2018|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|1.0|1.0|1.0|
||2019|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2020|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|2.0|2.0|2.0|-9.93E8||
|2. (15-24) ve 1. (Okuma Yazma Bilmeyen) ve 3. (Yarı Zamanlı)|2014|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2015|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2016|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2017|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2018|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2019|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2020|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8||
|2. (15-24) ve 1. (Okuma Yazma Bilmeyen) ve 4. (Yarı Zamanlı, Ancak Bulamazsa Tam Zamanlı Olabilir)|2014|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8||||-9.93E8|-9.93E8|
||2015|-9.93E8|-9.93E8|-9.93E8|||||-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2016|-9.93E8|-9.93E8||-9.93E8|-9.93E8|-9.93E8|1.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|
||2017|||-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2018|-9.93E8|-9.93E8||-9.93E8|-9.93E8|-9.93E8|||-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2019|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|||||
||2020|||-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8||
|2. (15-24) ve 1. (Okuma Yazma Bilmeyen) ve 5. (Tam Zamanlı Veya Yarı Zamanlı Farketmez)|2014|1.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|1.0|1.0|1.0|-9.93E8|1.0|
||2015|1.0|1.0|-9.93E8|-9.93E8|1.0|1.0|1.0|0.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2016|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2017|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2018|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|2.0|2.0|2.0|-9.93E8|-9.93E8|
||2019|-9.93E8|-9.93E8|1.0|1.0|1.0|1.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2020|1.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|1.0|1.0|1.0||
|2. (15-24) ve 1. (Okuma Yazma Bilmeyen) ve 6. (Kendi İşini Kurmak İstiyor)|2014|-9.93E8|-9.93E8|-9.93E8|2.0|2.0|2.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2015|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2016|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|0.0|0.0|
||2017|0.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2018|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2019|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2020|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8||
|2. (15-24) ve 1. (Okuma Yazma Bilmeyen) ve 7. (İş Bulmuş, Başlamak İçin Bekliyor)|2014|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2015|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|1.0|
||2016|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2017|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2018|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2019|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2020|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8||
|2. (15-24) ve 21. (Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen) ve 1. (Tam Zamanlı)|2014|42.0|44.0|48.0|48.0|41.0|36.0|37.0|36.0|44.0|39.0|46.0|36.0|
||2015|33.0|28.0|30.0|37.0|39.0|43.0|35.0|39.0|47.0|44.0|44.0|36.0|
||2016|44.0|37.0|37.0|35.0|37.0|36.0|38.0|41.0|42.0|35.0|45.0|48.0|
||2017|51.0|39.0|37.0|37.0|38.0|33.0|39.0|34.0|29.0|31.0|39.0|48.0|
||2018|50.0|43.0|35.0|37.0|39.0|49.0|34.0|37.0|32.0|36.0|35.0|33.0|
||2019|38.0|36.0|37.0|31.0|28.0|25.0|21.0|28.0|31.0|35.0|28.0|28.0|
||2020|25.0|31.0|28.0|24.0|20.0|21.0|26.0|28.0|23.0|20.0|22.0||
|2. (15-24) ve 21. (Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen) ve 2. (Tam Zamanlı, Ancak Bulamazsa Yarı Zamanlı Olabilir)|2014|3.0|4.0|3.0|2.0|3.0|3.0|3.0|1.0|1.0|1.0|2.0|3.0|
||2015|2.0|1.0|1.0|1.0|1.0|-9.93E8|-9.93E8|1.0|2.0|2.0|4.0|3.0|
||2016|4.0|1.0|1.0|0.0|-9.93E8|1.0|1.0|3.0|2.0|3.0|1.0|3.0|
||2017|2.0|4.0|3.0|2.0|2.0|3.0|3.0|1.0|0.0|1.0|2.0|2.0|
||2018|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|1.0|2.0|2.0|1.0|-9.93E8|-9.93E8|-9.93E8|
||2019|-9.93E8|2.0|2.0|3.0|1.0|1.0|-9.93E8|1.0|1.0|1.0|-9.93E8|-9.93E8|
||2020|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|1.0|1.0|1.0|0.0|0.0|-9.93E8||
|2. (15-24) ve 21. (Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen) ve 3. (Yarı Zamanlı)|2014|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|0.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2015|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|1.0|1.0|2.0|
||2016|1.0|1.0|0.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2017|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|0.0|0.0|0.0|-9.93E8|-9.93E8|-9.93E8|
||2018|-9.93E8|-9.93E8|1.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2019|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|1.0|1.0|1.0|-9.93E8|1.0|1.0|1.0|
||2020|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8||
|2. (15-24) ve 21. (Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen) ve 4. (Yarı Zamanlı, Ancak Bulamazsa Tam Zamanlı Olabilir)|2014|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8||||-9.93E8|-9.93E8|
||2015|-9.93E8|-9.93E8|-9.93E8|||||-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2016|-9.93E8|-9.93E8||-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2017|||-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2018|-9.93E8|-9.93E8||-9.93E8|-9.93E8|-9.93E8|||-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2019|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|||||
||2020|||-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8||
|2. (15-24) ve 21. (Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen) ve 5. (Tam Zamanlı Veya Yarı Zamanlı Farketmez)|2014|2.0|3.0|2.0|1.0|-9.93E8|0.0|1.0|1.0|1.0|1.0|1.0|0.0|
||2015|0.0|1.0|1.0|1.0|0.0|2.0|2.0|2.0|1.0|1.0|1.0|-9.93E8|
||2016|-9.93E8|1.0|1.0|1.0|1.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2017|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|0.0|0.0|0.0|-9.93E8|0.0|
||2018|2.0|2.0|2.0|-9.93E8|-9.93E8|1.0|1.0|3.0|3.0|2.0|-9.93E8|1.0|
||2019|2.0|2.0|1.0|-9.93E8|-9.93E8|-9.93E8|1.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|
||2020|-9.93E8|-9.93E8|0.0|2.0|2.0|3.0|1.0|1.0|-9.93E8|2.0|2.0||
|2. (15-24) ve 21. (Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen) ve 6. (Kendi İşini Kurmak İstiyor)|2014|-9.93E8|-9.93E8|-9.93E8|0.0|0.0|0.0|1.0|1.0|0.0|2.0|3.0|3.0|
||2015|1.0|0.0|0.0|0.0|1.0|1.0|1.0|2.0|2.0|3.0|1.0|1.0|
||2016|-9.93E8|1.0|1.0|1.0|-9.93E8|0.0|0.0|0.0|-9.93E8|-9.93E8|-9.93E8|0.0|
||2017|0.0|0.0|1.0|1.0|1.0|1.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2018|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|1.0|1.0|1.0|1.0|2.0|1.0|
||2019|2.0|2.0|2.0|1.0|1.0|1.0|2.0|1.0|1.0|-9.93E8|0.0|1.0|
||2020|1.0|1.0|0.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|0.0|1.0|1.0|0.0||
|2. (15-24) ve 21. (Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen) ve 7. (İş Bulmuş, Başlamak İçin Bekliyor)|2014|1.0|0.0|0.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|1.0|1.0|
||2015|3.0|2.0|2.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|1.0|2.0|3.0|2.0|-9.93E8|
||2016|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|0.0|0.0|0.0|-9.93E8|-9.93E8|-9.93E8|
||2017|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2018|1.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2019|2.0|2.0|2.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|2.0|2.0|2.0|
||2020|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8||
|2. (15-24) ve 22. (İlkokul) ve 1. (Tam Zamanlı)|2014|4.0|4.0|4.0|2.0|7.0|9.0|11.0|8.0|5.0|5.0|3.0|5.0|
||2015|4.0|8.0|8.0|9.0|6.0|6.0|9.0|8.0|7.0|8.0|11.0|11.0|
||2016|9.0|9.0|9.0|15.0|12.0|11.0|7.0|6.0|6.0|8.0|8.0|12.0|
||2017|11.0|9.0|6.0|3.0|5.0|6.0|13.0|13.0|15.0|11.0|14.0|14.0|
||2018|16.0|11.0|11.0|6.0|9.0|7.0|12.0|14.0|21.0|20.0|21.0|17.0|
||2019|31.0|38.0|40.0|27.0|16.0|14.0|20.0|24.0|22.0|18.0|19.0|23.0|
||2020|23.0|19.0|18.0|14.0|17.0|18.0|20.0|21.0|24.0|29.0|24.0||
|2. (15-24) ve 22. (İlkokul) ve 2. (Tam Zamanlı, Ancak Bulamazsa Yarı Zamanlı Olabilir)|2014|-9.93E8|-9.93E8|-9.93E8|1.0|1.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2015|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|1.0|1.0|1.0|
||2016|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|0.0|0.0|1.0|1.0|1.0|
||2017|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|1.0|2.0|2.0|1.0|-9.93E8|-9.93E8|
||2018|1.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2019|-9.93E8|-9.93E8|-9.93E8|0.0|0.0|0.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|1.0|1.0|
||2020|1.0|2.0|2.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8||
|2. (15-24) ve 22. (İlkokul) ve 3. (Yarı Zamanlı)|2014|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2015|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2016|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2017|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2018|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2019|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|2.0|2.0|2.0|-9.93E8|-9.93E8|-9.93E8|
||2020|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8||
|2. (15-24) ve 22. (İlkokul) ve 4. (Yarı Zamanlı, Ancak Bulamazsa Tam Zamanlı Olabilir)|2014|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8||||-9.93E8|-9.93E8|
||2015|-9.93E8|-9.93E8|-9.93E8|||||-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2016|-9.93E8|-9.93E8||-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2017|||-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2018|-9.93E8|-9.93E8||-9.93E8|-9.93E8|-9.93E8|||-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2019|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|||||
||2020|||-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8||
|2. (15-24) ve 22. (İlkokul) ve 5. (Tam Zamanlı Veya Yarı Zamanlı Farketmez)|2014|1.0|1.0|0.0|0.0|0.0|-9.93E8|-9.93E8|1.0|1.0|1.0|-9.93E8|-9.93E8|
