|||Sütunlar||||||||||||
|1. (15+) ve Erkek ve 1. (Okuma Yazma Bilmeyen) ve 5. (Tam Zamanlı Veya Yarı Zamanlı Farketmez)|2014|4.0|3.0|4.0|4.0|3.0|1.0|0.0|0.0|1.0|2.0|2.0|1.0|
||2015|1.0|1.0|2.0|0.0|0.0|0.0|0.0|2.0|2.0|2.0|0.0|0.0|
||2016|0.0|1.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|1.0|
||2017|1.0|3.0|3.0|2.0|-9.93E8|-9.93E8|0.0|0.0|1.0|0.0|0.0|0.0|
||2018|0.0|1.0|1.0|1.0|-9.93E8|1.0|1.0|2.0|1.0|2.0|2.0|1.0|
||2019|2.0|3.0|5.0|2.0|1.0|1.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|0.0|
||2020|1.0|1.0|1.0|1.0|2.0|3.0|3.0|2.0|1.0|1.0|1.0||
|1. (15+) ve Erkek ve 1. (Okuma Yazma Bilmeyen) ve 6. (Kendi İşini Kurmak İstiyor)|2014|1.0|1.0|-9.93E8|4.0|4.0|4.0|1.0|2.0|3.0|3.0|4.0|4.0|
||2015|5.0|2.0|2.0|-9.93E8|-9.93E8|-9.93E8|1.0|1.0|1.0|-9.93E8|-9.93E8|1.0|
||2016|2.0|2.0|2.0|1.0|1.0|-9.93E8|1.0|2.0|2.0|1.0|-9.93E8|-9.93E8|
||2017|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|0.0|
||2018|0.0|0.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|0.0|0.0|1.0|1.0|1.0|
||2019|0.0|1.0|2.0|4.0|3.0|2.0|-9.93E8|-9.93E8|-9.93E8|1.0|1.0|1.0|
||2020|2.0|2.0|2.0|-9.93E8|-9.93E8|1.0|1.0|1.0|1.0|0.0|0.0||
|1. (15+) ve Erkek ve 1. (Okuma Yazma Bilmeyen) ve 7. (İş Bulmuş, Başlamak İçin Bekliyor)|2014|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|1.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|
||2015|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|1.0|1.0|1.0|-9.93E8|1.0|
||2016|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|0.0|0.0|0.0|-9.93E8|-9.93E8|-9.93E8|
||2017|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2018|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2019|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2020|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8||
|1. (15+) ve Erkek ve 21. (Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen) ve 1. (Tam Zamanlı)|2014|96.0|100.0|94.0|91.0|72.0|75.0|67.0|67.0|70.0|73.0|89.0|85.0|
||2015|94.0|86.0|83.0|73.0|69.0|77.0|68.0|70.0|77.0|80.0|85.0|75.0|
||2016|82.0|73.0|81.0|74.0|74.0|83.0|80.0|82.0|63.0|72.0|80.0|92.0|
||2017|92.0|86.0|83.0|77.0|74.0|65.0|76.0|74.0|59.0|57.0|69.0|89.0|
||2018|94.0|92.0|83.0|72.0|61.0|58.0|61.0|60.0|69.0|78.0|88.0|97.0|
||2019|101.0|103.0|97.0|90.0|91.0|87.0|86.0|84.0|91.0|86.0|75.0|78.0|
||2020|91.0|107.0|115.0|107.0|93.0|78.0|82.0|77.0|68.0|61.0|79.0||
|1. (15+) ve Erkek ve 21. (Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen) ve 2. (Tam Zamanlı, Ancak Bulamazsa Yarı Zamanlı Olabilir)|2014|8.0|10.0|6.0|6.0|5.0|7.0|5.0|3.0|2.0|3.0|4.0|3.0|
||2015|3.0|2.0|3.0|4.0|4.0|2.0|1.0|1.0|1.0|0.0|4.0|6.0|
||2016|8.0|5.0|3.0|2.0|1.0|3.0|4.0|6.0|4.0|2.0|1.0|1.0|
||2017|2.0|2.0|2.0|1.0|3.0|3.0|4.0|3.0|2.0|1.0|1.0|1.0|
||2018|1.0|1.0|1.0|2.0|1.0|2.0|2.0|2.0|1.0|1.0|3.0|3.0|
||2019|3.0|3.0|4.0|5.0|3.0|1.0|-9.93E8|0.0|4.0|4.0|4.0|2.0|
||2020|2.0|3.0|2.0|1.0|0.0|4.0|6.0|6.0|2.0|0.0|-9.93E8||
|1. (15+) ve Erkek ve 21. (Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen) ve 3. (Yarı Zamanlı)|2014|-9.93E8|1.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2015|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|1.0|
||2016|1.0|2.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2017|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2018|-9.93E8|-9.93E8|1.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2019|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2020|-9.93E8|-9.93E8|1.0|1.0|1.0|0.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8||
|1. (15+) ve Erkek ve 21. (Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen) ve 4. (Yarı Zamanlı, Ancak Bulamazsa Tam Zamanlı Olabilir)|2014|-9.93E8|1.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2015|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2016|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2017|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2018|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2019|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2020|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8||
|1. (15+) ve Erkek ve 21. (Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen) ve 5. (Tam Zamanlı Veya Yarı Zamanlı Farketmez)|2014|1.0|2.0|4.0|5.0|4.0|3.0|1.0|2.0|2.0|2.0|2.0|3.0|
||2015|2.0|3.0|1.0|1.0|2.0|3.0|3.0|3.0|3.0|4.0|3.0|1.0|
||2016|1.0|1.0|-9.93E8|-9.93E8|0.0|0.0|1.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|
||2017|-9.93E8|2.0|2.0|2.0|1.0|-9.93E8|-9.93E8|0.0|0.0|1.0|2.0|2.0|
||2018|4.0|3.0|3.0|1.0|1.0|3.0|3.0|4.0|2.0|0.0|-9.93E8|1.0|
||2019|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|2.0|3.0|3.0|1.0|-9.93E8|-9.93E8|-9.93E8|
||2020|0.0|1.0|4.0|5.0|6.0|6.0|5.0|3.0|1.0|3.0|2.0||
|1. (15+) ve Erkek ve 21. (Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen) ve 6. (Kendi İşini Kurmak İstiyor)|2014|4.0|2.0|2.0|0.0|0.0|0.0|1.0|2.0|2.0|3.0|3.0|3.0|
||2015|2.0|2.0|2.0|2.0|2.0|2.0|1.0|3.0|6.0|8.0|5.0|3.0|
||2016|0.0|2.0|2.0|1.0|-9.93E8|0.0|1.0|1.0|0.0|1.0|1.0|2.0|
||2017|2.0|2.0|2.0|1.0|2.0|3.0|3.0|2.0|1.0|-9.93E8|-9.93E8|-9.93E8|
||2018|-9.93E8|-9.93E8|-9.93E8|1.0|1.0|1.0|1.0|2.0|5.0|6.0|7.0|5.0|
||2019|4.0|7.0|7.0|7.0|3.0|4.0|5.0|7.0|5.0|3.0|1.0|3.0|
||2020|3.0|3.0|2.0|1.0|0.0|1.0|1.0|1.0|2.0|4.0|7.0||
|1. (15+) ve Erkek ve 21. (Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen) ve 7. (İş Bulmuş, Başlamak İçin Bekliyor)|2014|1.0|0.0|1.0|1.0|1.0|-9.93E8|1.0|1.0|1.0|-9.93E8|1.0|1.0|
||2015|1.0|1.0|-9.93E8|1.0|1.0|1.0|-9.93E8|1.0|1.0|1.0|-9.93E8|-9.93E8|
||2016|1.0|0.0|3.0|4.0|4.0|2.0|0.0|1.0|1.0|0.0|-9.93E8|-9.93E8|
||2017|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|1.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2018|1.0|1.0|2.0|1.0|2.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2019|2.0|2.0|2.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|2.0|2.0|2.0|
||2020|1.0|1.0|1.0|0.0|0.0|-9.93E8|-9.93E8|1.0|1.0|1.0|1.0||
|1. (15+) ve Erkek ve 22. (İlkokul) ve 1. (Tam Zamanlı)|2014|526.0|520.0|485.0|433.0|395.0|403.0|430.0|450.0|457.0|459.0|486.0|538.0|
||2015|576.0|586.0|542.0|509.0|455.0|456.0|436.0|466.0|463.0|487.0|499.0|535.0|
||2016|567.0|550.0|500.0|439.0|419.0|457.0|445.0|487.0|475.0|500.0|497.0|546.0|
||2017|592.0|595.0|524.0|430.0|408.0|369.0|399.0|367.0|396.0|384.0|408.0|435.0|
||2018|488.0|482.0|444.0|402.0|411.0|407.0|422.0|422.0|474.0|531.0|606.0|690.0|
||2019|739.0|725.0|682.0|588.0|581.0|549.0|597.0|578.0|589.0|570.0|604.0|652.0|
||2020|661.0|624.0|577.0|566.0|579.0|569.0|542.0|491.0|450.0|458.0|449.0||
|1. (15+) ve Erkek ve 22. (İlkokul) ve 2. (Tam Zamanlı, Ancak Bulamazsa Yarı Zamanlı Olabilir)|2014|35.0|34.0|27.0|26.0|23.0|26.0|24.0|23.0|28.0|29.0|33.0|36.0|
||2015|42.0|42.0|31.0|20.0|16.0|16.0|19.0|17.0|14.0|11.0|13.0|21.0|
||2016|25.0|23.0|17.0|17.0|19.0|17.0|14.0|11.0|13.0|16.0|20.0|28.0|
||2017|32.0|34.0|33.0|29.0|28.0|25.0|22.0|17.0|17.0|30.0|35.0|30.0|
||2018|21.0|18.0|19.0|17.0|21.0|22.0|20.0|14.0|12.0|14.0|18.0|24.0|
||2019|25.0|24.0|18.0|15.0|15.0|24.0|35.0|40.0|35.0|30.0|30.0|25.0|
||2020|21.0|14.0|19.0|25.0|31.0|26.0|19.0|15.0|17.0|17.0|16.0||
|1. (15+) ve Erkek ve 22. (İlkokul) ve 3. (Yarı Zamanlı)|2014|-9.93E8|1.0|2.0|3.0|2.0|1.0|1.0|1.0|2.0|3.0|5.0|4.0|
||2015|2.0|1.0|0.0|0.0|-9.93E8|-9.93E8|-9.93E8|2.0|2.0|2.0|-9.93E8|1.0|
||2016|1.0|1.0|2.0|2.0|2.0|1.0|1.0|2.0|1.0|3.0|2.0|3.0|
||2017|3.0|2.0|2.0|2.0|2.0|1.0|-9.93E8|-9.93E8|1.0|2.0|3.0|2.0|
||2018|1.0|1.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2019|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|2.0|2.0|3.0|1.0|1.0|0.0|
||2020|2.0|2.0|3.0|2.0|2.0|2.0|3.0|3.0|3.0|1.0|1.0||
|1. (15+) ve Erkek ve 22. (İlkokul) ve 4. (Yarı Zamanlı, Ancak Bulamazsa Tam Zamanlı Olabilir)|2014|-9.93E8|0.0|0.0|0.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2015|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2016|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2017|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|2.0|
||2018|2.0|3.0|1.0|2.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2019|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2020|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8||
|1. (15+) ve Erkek ve 22. (İlkokul) ve 5. (Tam Zamanlı Veya Yarı Zamanlı Farketmez)|2014|14.0|16.0|21.0|15.0|13.0|10.0|10.0|10.0|11.0|12.0|14.0|16.0|
||2015|19.0|18.0|15.0|9.0|10.0|13.0|11.0|7.0|6.0|7.0|12.0|13.0|
||2016|14.0|12.0|9.0|7.0|5.0|8.0|5.0|5.0|2.0|5.0|7.0|10.0|
||2017|10.0|8.0|6.0|3.0|4.0|6.0|6.0|4.0|4.0|6.0|9.0|8.0|
||2018|9.0|9.0|12.0|9.0|14.0|12.0|14.0|12.0|11.0|13.0|10.0|13.0|
||2019|17.0|18.0|16.0|9.0|9.0|9.0|13.0|9.0|11.0|7.0|6.0|7.0|
||2020|11.0|20.0|28.0|33.0|31.0|30.0|32.0|28.0|30.0|31.0|34.0||
|1. (15+) ve Erkek ve 22. (İlkokul) ve 6. (Kendi İşini Kurmak İstiyor)|2014|13.0|11.0|14.0|18.0|20.0|23.0|22.0|20.0|18.0|18.0|31.0|32.0|
||2015|36.0|25.0|25.0|23.0|24.0|20.0|16.0|15.0|18.0|25.0|31.0|32.0|
||2016|36.0|29.0|28.0|17.0|19.0|15.0|19.0|20.0|21.0|28.0|26.0|30.0|
||2017|23.0|20.0|20.0|21.0|29.0|26.0|26.0|20.0|19.0|22.0|24.0|27.0|
||2018|23.0|18.0|15.0|14.0|15.0|13.0|16.0|19.0|18.0|18.0|16.0|18.0|
||2019|23.0|28.0|32.0|23.0|24.0|18.0|23.0|18.0|20.0|18.0|16.0|17.0|
||2020|17.0|25.0|23.0|27.0|24.0|27.0|22.0|19.0|19.0|23.0|28.0||
|1. (15+) ve Erkek ve 22. (İlkokul) ve 7. (İş Bulmuş, Başlamak İçin Bekliyor)|2014|7.0|7.0|6.0|6.0|5.0|5.0|8.0|9.0|10.0|8.0|6.0|5.0|
||2015|6.0|6.0|6.0|8.0|9.0|10.0|9.0|7.0|5.0|1.0|2.0|4.0|
||2016|5.0|5.0|4.0|5.0|4.0|6.0|4.0|6.0|4.0|5.0|6.0|7.0|
||2017|11.0|10.0|11.0|6.0|5.0|2.0|3.0|6.0|7.0|8.0|5.0|5.0|
||2018|8.0|8.0|6.0|2.0|3.0|6.0|10.0|10.0|8.0|4.0|4.0|4.0|
||2019|5.0|4.0|3.0|3.0|4.0|7.0|8.0|13.0|11.0|9.0|7.0|7.0|
||2020|9.0|5.0|5.0|2.0|7.0|7.0|12.0|9.0|9.0|6.0|5.0||
|1. (15+) ve Erkek ve 23. (İlköğretim) ve 1. (Tam Zamanlı)|2014|306.0|289.0|294.0|284.0|296.0|294.0|308.0|308.0|309.0|307.0|307.0|343.0|
||2015|350.0|339.0|300.0|285.0|287.0|291.0|294.0|287.0|296.0|318.0|325.0|331.0|
||2016|331.0|312.0|288.0|244.0|260.0|258.0|272.0|268.0|275.0|289.0|312.0|371.0|
||2017|411.0|403.0|331.0|266.0|229.0|232.0|224.0|234.0|219.0|227.0|226.0|239.0|
||2018|253.0|248.0|227.0|212.0|205.0|216.0|216.0|235.0|250.0|275.0|327.0|361.0|
||2019|406.0|383.0|377.0|327.0|329.0|301.0|325.0|286.0|288.0|280.0|310.0|326.0|
||2020|332.0|328.0|335.0|311.0|308.0|293.0|289.0|257.0|224.0|203.0|229.0||
|1. (15+) ve Erkek ve 23. (İlköğretim) ve 2. (Tam Zamanlı, Ancak Bulamazsa Yarı Zamanlı Olabilir)|2014|12.0|16.0|16.0|15.0|10.0|10.0|11.0|11.0|9.0|11.0|8.0|15.0|
||2015|14.0|16.0|9.0|6.0|4.0|11.0|9.0|7.0|0.0|1.0|9.0|15.0|
||2016|16.0|12.0|7.0|6.0|5.0|9.0|12.0|12.0|8.0|8.0|10.0|14.0|
||2017|18.0|15.0|12.0|5.0|6.0|6.0|7.0|6.0|5.0|7.0|6.0|8.0|
||2018|7.0|9.0|8.0|6.0|3.0|3.0|6.0|8.0|6.0|3.0|3.0|6.0|
||2019|6.0|6.0|4.0|5.0|7.0|9.0|9.0|8.0|11.0|12.0|13.0|8.0|
||2020|7.0|8.0|12.0|13.0|11.0|8.0|5.0|6.0|4.0|10.0|12.0||
|1. (15+) ve Erkek ve 23. (İlköğretim) ve 3. (Yarı Zamanlı)|2014|3.0|1.0|2.0|2.0|3.0|2.0|1.0|0.0|2.0|4.0|5.0|4.0|
||2015|4.0|4.0|5.0|5.0|4.0|2.0|1.0|1.0|2.0|1.0|1.0|0.0|
||2016|0.0|0.0|1.0|0.0|-9.93E8|1.0|1.0|1.0|-9.93E8|2.0|2.0|2.0|
||2017|-9.93E8|-9.93E8|-9.93E8|-9.93E8|1.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2018|1.0|6.0|6.0|6.0|1.0|1.0|0.0|0.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2019|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2020|-9.93E8|-9.93E8|-9.93E8|1.0|1.0|1.0|0.0|0.0|1.0|1.0|1.0||
|1. (15+) ve Erkek ve 23. (İlköğretim) ve 4. (Yarı Zamanlı, Ancak Bulamazsa Tam Zamanlı Olabilir)|2014|0.0|0.0|0.0|0.0|0.0|0.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|1.0|1.0|
||2015|1.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2016|-9.93E8|-9.93E8|-9.93E8|1.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2017|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2018|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2019|-9.93E8|-9.93E8|0.0|0.0|0.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2020|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|2.0|1.0|2.0|-9.93E8||
|1. (15+) ve Erkek ve 23. (İlköğretim) ve 5. (Tam Zamanlı Veya Yarı Zamanlı Farketmez)|2014|10.0|13.0|14.0|11.0|7.0|4.0|6.0|4.0|4.0|6.0|6.0|8.0|
||2015|6.0|4.0|3.0|3.0|6.0|4.0|5.0|3.0|2.0|1.0|2.0|2.0|
||2016|6.0|9.0|9.0|5.0|1.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|1.0|
||2017|1.0|3.0|3.0|3.0|1.0|0.0|-9.93E8|-9.93E8|0.0|2.0|3.0|3.0|
||2018|3.0|3.0|4.0|5.0|7.0|8.0|7.0|4.0|6.0|6.0|7.0|6.0|
||2019|6.0|5.0|3.0|5.0|5.0|5.0|3.0|2.0|3.0|4.0|4.0|4.0|
||2020|6.0|14.0|14.0|15.0|12.0|13.0|10.0|8.0|9.0|15.0|18.0||
|1. (15+) ve Erkek ve 23. (İlköğretim) ve 6. (Kendi İşini Kurmak İstiyor)|2014|8.0|8.0|7.0|5.0|4.0|5.0|6.0|9.0|9.0|9.0|10.0|12.0|
||2015|18.0|12.0|13.0|7.0|13.0|11.0|12.0|10.0|10.0|10.0|8.0|12.0|
||2016|13.0|13.0|12.0|8.0|7.0|9.0|11.0|12.0|10.0|11.0|12.0|15.0|
||2017|12.0|12.0|8.0|11.0|10.0|11.0|9.0|8.0|6.0|8.0|8.0|9.0|
||2018|7.0|8.0|7.0|6.0|6.0|4.0|3.0|3.0|7.0|9.0|10.0|13.0|
||2019|14.0|18.0|17.0|14.0|10.0|7.0|7.0|8.0|10.0|11.0|8.0|7.0|
||2020|5.0|6.0|8.0|12.0|14.0|12.0|12.0|14.0|17.0|19.0|18.0||
|1. (15+) ve Erkek ve 23. (İlköğretim) ve 7. (İş Bulmuş, Başlamak İçin Bekliyor)|2014|4.0|5.0|4.0|7.0|6.0|9.0|9.0|9.0|9.0|7.0|8.0|7.0|
||2015|7.0|7.0|5.0|2.0|3.0|3.0|4.0|3.0|5.0|5.0|6.0|4.0|
