|||Sütunlar||||||||||||
||2016|5.0|4.0|7.0|7.0|6.0|4.0|2.0|5.0|3.0|3.0|1.0|5.0|
||2017|6.0|8.0|7.0|6.0|7.0|4.0|5.0|4.0|6.0|4.0|5.0|3.0|
||2018|7.0|10.0|12.0|13.0|14.0|11.0|7.0|1.0|4.0|3.0|5.0|6.0|
||2019|7.0|6.0|2.0|2.0|2.0|2.0|5.0|6.0|7.0|2.0|4.0|4.0|
||2020|4.0|3.0|2.0|3.0|4.0|5.0|5.0|5.0|8.0|6.0|7.0||
|1. (15+) ve Erkek ve 24. (Ortaokul Veya Dengi Meslek Ortaokul) ve 1. (Tam Zamanlı)|2014|133.0|139.0|136.0|114.0|126.0|134.0|136.0|126.0|143.0|151.0|149.0|149.0|
||2015|159.0|158.0|154.0|147.0|155.0|167.0|179.0|176.0|173.0|163.0|161.0|179.0|
||2016|185.0|190.0|163.0|172.0|191.0|201.0|202.0|187.0|183.0|186.0|201.0|239.0|
||2017|266.0|263.0|237.0|210.0|220.0|222.0|247.0|234.0|231.0|204.0|203.0|214.0|
||2018|216.0|207.0|190.0|215.0|232.0|252.0|250.0|253.0|259.0|264.0|297.0|339.0|
||2019|367.0|356.0|334.0|341.0|371.0|370.0|393.0|354.0|353.0|320.0|325.0|347.0|
||2020|349.0|367.0|343.0|334.0|330.0|369.0|371.0|338.0|293.0|295.0|326.0||
|1. (15+) ve Erkek ve 24. (Ortaokul Veya Dengi Meslek Ortaokul) ve 2. (Tam Zamanlı, Ancak Bulamazsa Yarı Zamanlı Olabilir)|2014|9.0|9.0|6.0|7.0|6.0|5.0|1.0|2.0|5.0|6.0|5.0|4.0|
||2015|5.0|4.0|3.0|0.0|3.0|3.0|4.0|4.0|3.0|5.0|5.0|8.0|
||2016|8.0|6.0|3.0|4.0|8.0|9.0|7.0|4.0|4.0|12.0|16.0|21.0|
||2017|17.0|15.0|11.0|10.0|10.0|12.0|14.0|12.0|9.0|6.0|9.0|10.0|
||2018|14.0|14.0|14.0|8.0|8.0|7.0|7.0|6.0|9.0|7.0|7.0|6.0|
||2019|7.0|10.0|6.0|8.0|6.0|11.0|13.0|15.0|10.0|6.0|9.0|12.0|
||2020|10.0|8.0|9.0|11.0|10.0|5.0|6.0|5.0|8.0|13.0|13.0||
|1. (15+) ve Erkek ve 24. (Ortaokul Veya Dengi Meslek Ortaokul) ve 3. (Yarı Zamanlı)|2014|-9.93E8|1.0|2.0|2.0|1.0|0.0|0.0|0.0|1.0|1.0|1.0|1.0|
||2015|0.0|0.0|1.0|1.0|1.0|0.0|2.0|2.0|4.0|2.0|2.0|2.0|
||2016|2.0|2.0|1.0|1.0|3.0|2.0|3.0|2.0|2.0|2.0|1.0|2.0|
||2017|2.0|3.0|4.0|6.0|7.0|6.0|3.0|2.0|1.0|2.0|2.0|1.0|
||2018|8.0|13.0|15.0|8.0|4.0|4.0|4.0|3.0|2.0|2.0|3.0|3.0|
||2019|3.0|3.0|1.0|1.0|3.0|6.0|9.0|7.0|4.0|0.0|-9.93E8|1.0|
||2020|2.0|3.0|4.0|5.0|6.0|7.0|6.0|7.0|8.0|11.0|9.0||
|1. (15+) ve Erkek ve 24. (Ortaokul Veya Dengi Meslek Ortaokul) ve 4. (Yarı Zamanlı, Ancak Bulamazsa Tam Zamanlı Olabilir)|2014|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2015|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2016|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|0.0|0.0|0.0|-9.93E8|
||2017|-9.93E8|-9.93E8|-9.93E8|1.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2018|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|1.0|1.0|
||2019|1.0|0.0|1.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2020|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|2.0||
|1. (15+) ve Erkek ve 24. (Ortaokul Veya Dengi Meslek Ortaokul) ve 5. (Tam Zamanlı Veya Yarı Zamanlı Farketmez)|2014|11.0|11.0|11.0|6.0|4.0|5.0|3.0|3.0|3.0|4.0|4.0|3.0|
||2015|3.0|3.0|1.0|1.0|1.0|3.0|4.0|3.0|1.0|0.0|2.0|3.0|
||2016|3.0|2.0|1.0|2.0|4.0|10.0|10.0|8.0|3.0|2.0|1.0|2.0|
||2017|2.0|1.0|-9.93E8|1.0|1.0|1.0|1.0|1.0|2.0|4.0|4.0|4.0|
||2018|3.0|4.0|4.0|5.0|9.0|7.0|14.0|11.0|12.0|4.0|3.0|8.0|
||2019|8.0|10.0|6.0|7.0|6.0|4.0|5.0|5.0|7.0|6.0|6.0|3.0|
||2020|6.0|6.0|15.0|25.0|33.0|30.0|23.0|15.0|15.0|10.0|13.0||
|1. (15+) ve Erkek ve 24. (Ortaokul Veya Dengi Meslek Ortaokul) ve 6. (Kendi İşini Kurmak İstiyor)|2014|10.0|9.0|7.0|8.0|9.0|8.0|7.0|7.0|12.0|12.0|11.0|10.0|
||2015|10.0|17.0|15.0|15.0|7.0|8.0|10.0|11.0|12.0|8.0|7.0|8.0|
||2016|7.0|7.0|8.0|8.0|8.0|8.0|10.0|11.0|9.0|9.0|7.0|10.0|
||2017|10.0|15.0|13.0|11.0|9.0|9.0|9.0|8.0|7.0|8.0|11.0|14.0|
||2018|11.0|12.0|10.0|10.0|6.0|8.0|11.0|13.0|13.0|11.0|9.0|10.0|
||2019|10.0|12.0|12.0|11.0|11.0|15.0|16.0|14.0|7.0|7.0|9.0|10.0|
||2020|9.0|7.0|4.0|7.0|9.0|13.0|12.0|15.0|14.0|16.0|19.0||
|1. (15+) ve Erkek ve 24. (Ortaokul Veya Dengi Meslek Ortaokul) ve 7. (İş Bulmuş, Başlamak İçin Bekliyor)|2014|3.0|3.0|1.0|1.0|0.0|1.0|1.0|1.0|0.0|2.0|2.0|3.0|
||2015|1.0|3.0|2.0|2.0|2.0|3.0|4.0|3.0|1.0|1.0|-9.93E8|-9.93E8|
||2016|1.0|2.0|3.0|3.0|2.0|3.0|4.0|4.0|3.0|6.0|6.0|5.0|
||2017|4.0|3.0|3.0|3.0|2.0|2.0|5.0|4.0|5.0|1.0|2.0|4.0|
||2018|6.0|6.0|4.0|2.0|6.0|6.0|9.0|6.0|7.0|4.0|4.0|4.0|
||2019|4.0|2.0|4.0|8.0|9.0|7.0|11.0|11.0|11.0|2.0|1.0|2.0|
||2020|2.0|2.0|3.0|4.0|6.0|7.0|8.0|7.0|4.0|5.0|5.0||
|1. (15+) ve Erkek ve 31. (Genel Lise) ve 1. (Tam Zamanlı)|2014|162.0|158.0|157.0|159.0|167.0|173.0|190.0|176.0|171.0|165.0|171.0|170.0|
||2015|173.0|177.0|169.0|155.0|153.0|169.0|175.0|178.0|170.0|187.0|186.0|210.0|
||2016|199.0|209.0|183.0|174.0|191.0|208.0|204.0|199.0|189.0|197.0|191.0|190.0|
||2017|195.0|207.0|208.0|198.0|186.0|194.0|195.0|183.0|174.0|162.0|173.0|189.0|
||2018|209.0|197.0|190.0|182.0|186.0|212.0|218.0|218.0|195.0|188.0|210.0|244.0|
||2019|273.0|271.0|260.0|261.0|284.0|304.0|306.0|304.0|286.0|281.0|262.0|267.0|
||2020|290.0|283.0|255.0|232.0|242.0|293.0|294.0|301.0|256.0|268.0|272.0||
|1. (15+) ve Erkek ve 31. (Genel Lise) ve 2. (Tam Zamanlı, Ancak Bulamazsa Yarı Zamanlı Olabilir)|2014|9.0|9.0|5.0|5.0|6.0|11.0|8.0|6.0|5.0|6.0|8.0|5.0|
||2015|4.0|5.0|5.0|7.0|4.0|6.0|4.0|4.0|4.0|3.0|6.0|10.0|
||2016|12.0|10.0|7.0|7.0|9.0|8.0|8.0|5.0|7.0|6.0|6.0|6.0|
||2017|9.0|11.0|11.0|9.0|9.0|10.0|8.0|13.0|13.0|14.0|14.0|13.0|
||2018|12.0|7.0|8.0|5.0|6.0|4.0|4.0|4.0|2.0|2.0|3.0|5.0|
||2019|5.0|5.0|4.0|5.0|6.0|10.0|12.0|11.0|7.0|7.0|7.0|8.0|
||2020|8.0|7.0|7.0|6.0|5.0|5.0|4.0|6.0|8.0|13.0|12.0||
|1. (15+) ve Erkek ve 31. (Genel Lise) ve 3. (Yarı Zamanlı)|2014|10.0|14.0|12.0|8.0|5.0|5.0|3.0|3.0|3.0|4.0|5.0|7.0|
||2015|8.0|11.0|12.0|10.0|8.0|3.0|5.0|6.0|9.0|11.0|12.0|12.0|
||2016|12.0|12.0|12.0|12.0|10.0|7.0|4.0|2.0|7.0|10.0|14.0|11.0|
||2017|13.0|14.0|15.0|10.0|8.0|8.0|5.0|6.0|16.0|19.0|21.0|14.0|
||2018|14.0|12.0|13.0|10.0|8.0|4.0|4.0|5.0|11.0|16.0|16.0|14.0|
||2019|16.0|15.0|13.0|8.0|6.0|5.0|9.0|13.0|16.0|17.0|19.0|20.0|
||2020|17.0|13.0|5.0|7.0|6.0|7.0|5.0|10.0|14.0|13.0|11.0||
|1. (15+) ve Erkek ve 31. (Genel Lise) ve 4. (Yarı Zamanlı, Ancak Bulamazsa Tam Zamanlı Olabilir)|2014|-9.93E8|-9.93E8|1.0|1.0|3.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2015|-9.93E8|-9.93E8|-9.93E8|-9.93E8|0.0|0.0|0.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|1.0|
||2016|1.0|2.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|2.0|2.0|2.0|
||2017|-9.93E8|-9.93E8|-9.93E8|-9.93E8|1.0|1.0|1.0|-9.93E8|-9.93E8|0.0|0.0|1.0|
||2018|1.0|1.0|-9.93E8|1.0|1.0|1.0|-9.93E8|-9.93E8|2.0|3.0|3.0|1.0|
||2019|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|0.0|0.0|0.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2020|-9.93E8|-9.93E8|-9.93E8|-9.93E8|1.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8||
|1. (15+) ve Erkek ve 31. (Genel Lise) ve 5. (Tam Zamanlı Veya Yarı Zamanlı Farketmez)|2014|4.0|5.0|6.0|4.0|3.0|4.0|7.0|9.0|7.0|5.0|2.0|3.0|
||2015|2.0|3.0|2.0|3.0|3.0|4.0|4.0|5.0|5.0|5.0|5.0|6.0|
||2016|6.0|3.0|2.0|2.0|4.0|4.0|5.0|4.0|3.0|1.0|1.0|2.0|
||2017|1.0|1.0|-9.93E8|2.0|2.0|6.0|3.0|4.0|2.0|3.0|3.0|1.0|
||2018|3.0|4.0|5.0|5.0|7.0|10.0|10.0|8.0|5.0|3.0|4.0|6.0|
||2019|6.0|6.0|6.0|5.0|2.0|1.0|0.0|2.0|4.0|4.0|3.0|3.0|
||2020|6.0|8.0|9.0|17.0|16.0|15.0|8.0|9.0|9.0|10.0|16.0||
|1. (15+) ve Erkek ve 31. (Genel Lise) ve 6. (Kendi İşini Kurmak İstiyor)|2014|14.0|17.0|15.0|8.0|8.0|7.0|12.0|10.0|11.0|8.0|11.0|18.0|
||2015|21.0|23.0|14.0|11.0|8.0|11.0|11.0|13.0|17.0|19.0|19.0|16.0|
||2016|21.0|19.0|17.0|9.0|11.0|10.0|13.0|10.0|13.0|12.0|12.0|11.0|
||2017|16.0|15.0|21.0|14.0|15.0|8.0|8.0|9.0|12.0|15.0|14.0|12.0|
||2018|13.0|15.0|16.0|12.0|13.0|12.0|14.0|11.0|13.0|10.0|7.0|11.0|
||2019|13.0|18.0|20.0|20.0|16.0|12.0|11.0|14.0|13.0|12.0|13.0|12.0|
||2020|14.0|11.0|12.0|14.0|17.0|16.0|15.0|18.0|23.0|22.0|23.0||
|1. (15+) ve Erkek ve 31. (Genel Lise) ve 7. (İş Bulmuş, Başlamak İçin Bekliyor)|2014|6.0|4.0|4.0|4.0|7.0|6.0|5.0|2.0|3.0|2.0|4.0|6.0|
||2015|6.0|5.0|2.0|3.0|3.0|2.0|2.0|2.0|3.0|3.0|2.0|1.0|
||2016|2.0|3.0|6.0|6.0|6.0|4.0|2.0|3.0|3.0|5.0|3.0|5.0|
||2017|9.0|9.0|8.0|7.0|8.0|5.0|4.0|4.0|4.0|4.0|2.0|4.0|
||2018|3.0|6.0|8.0|8.0|10.0|6.0|7.0|8.0|8.0|7.0|3.0|2.0|
||2019|2.0|2.0|2.0|2.0|3.0|8.0|6.0|9.0|5.0|5.0|1.0|1.0|
||2020|6.0|7.0|6.0|4.0|3.0|5.0|8.0|8.0|8.0|3.0|6.0||
|1. (15+) ve Erkek ve 32. (Lise Dengi Mesleki Okul) ve 1. (Tam Zamanlı)|2014|155.0|167.0|152.0|136.0|127.0|137.0|150.0|149.0|136.0|143.0|148.0|154.0|
||2015|157.0|157.0|162.0|156.0|152.0|165.0|148.0|155.0|151.0|156.0|148.0|148.0|
||2016|152.0|158.0|156.0|157.0|148.0|161.0|164.0|176.0|180.0|194.0|216.0|235.0|
||2017|245.0|229.0|211.0|193.0|188.0|188.0|188.0|189.0|194.0|177.0|171.0|175.0|
||2018|184.0|164.0|134.0|137.0|147.0|170.0|171.0|193.0|214.0|223.0|247.0|251.0|
||2019|291.0|296.0|275.0|236.0|228.0|257.0|274.0|269.0|255.0|264.0|280.0|273.0|
||2020|272.0|271.0|265.0|256.0|248.0|270.0|259.0|270.0|240.0|260.0|252.0||
|1. (15+) ve Erkek ve 32. (Lise Dengi Mesleki Okul) ve 2. (Tam Zamanlı, Ancak Bulamazsa Yarı Zamanlı Olabilir)|2014|3.0|4.0|6.0|6.0|4.0|3.0|6.0|8.0|6.0|6.0|7.0|13.0|
||2015|11.0|9.0|4.0|3.0|2.0|1.0|3.0|3.0|5.0|5.0|6.0|8.0|
||2016|7.0|5.0|7.0|9.0|9.0|6.0|4.0|5.0|13.0|14.0|15.0|10.0|
||2017|14.0|14.0|9.0|9.0|8.0|9.0|7.0|6.0|8.0|6.0|7.0|4.0|
||2018|6.0|6.0|6.0|4.0|6.0|7.0|9.0|8.0|7.0|7.0|4.0|6.0|
||2019|6.0|6.0|3.0|1.0|1.0|8.0|10.0|12.0|6.0|9.0|7.0|7.0|
||2020|5.0|6.0|7.0|6.0|6.0|5.0|4.0|4.0|5.0|7.0|10.0||
|1. (15+) ve Erkek ve 32. (Lise Dengi Mesleki Okul) ve 3. (Yarı Zamanlı)|2014|4.0|4.0|3.0|2.0|3.0|2.0|1.0|1.0|2.0|2.0|3.0|2.0|
||2015|3.0|5.0|5.0|3.0|1.0|1.0|1.0|1.0|2.0|3.0|3.0|2.0|
||2016|7.0|12.0|11.0|8.0|3.0|3.0|3.0|5.0|7.0|9.0|9.0|8.0|
||2017|5.0|8.0|11.0|13.0|8.0|3.0|2.0|4.0|7.0|8.0|10.0|7.0|
||2018|8.0|6.0|7.0|6.0|4.0|2.0|-9.93E8|2.0|3.0|5.0|8.0|7.0|
||2019|9.0|6.0|10.0|8.0|6.0|2.0|3.0|4.0|5.0|9.0|11.0|10.0|
||2020|9.0|8.0|6.0|2.0|0.0|1.0|1.0|3.0|3.0|6.0|4.0||
|1. (15+) ve Erkek ve 32. (Lise Dengi Mesleki Okul) ve 4. (Yarı Zamanlı, Ancak Bulamazsa Tam Zamanlı Olabilir)|2014|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2015|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2016|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2017|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2018|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2019|-9.93E8|-9.93E8|-9.93E8|-9.93E8|0.0|0.0|0.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2020|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|2.0||
|1. (15+) ve Erkek ve 32. (Lise Dengi Mesleki Okul) ve 5. (Tam Zamanlı Veya Yarı Zamanlı Farketmez)|2014|5.0|5.0|5.0|2.0|1.0|1.0|3.0|4.0|5.0|8.0|8.0|7.0|
||2015|3.0|3.0|4.0|5.0|4.0|2.0|1.0|2.0|4.0|4.0|4.0|5.0|
||2016|4.0|4.0|3.0|2.0|1.0|2.0|3.0|3.0|0.0|1.0|1.0|2.0|
||2017|2.0|2.0|2.0|1.0|1.0|1.0|2.0|2.0|2.0|3.0|2.0|2.0|
||2018|1.0|2.0|3.0|3.0|2.0|0.0|1.0|1.0|2.0|3.0|3.0|3.0|
||2019|6.0|7.0|5.0|3.0|3.0|4.0|3.0|3.0|1.0|2.0|2.0|4.0|
||2020|6.0|11.0|14.0|16.0|17.0|17.0|18.0|15.0|16.0|16.0|16.0||
|1. (15+) ve Erkek ve 32. (Lise Dengi Mesleki Okul) ve 6. (Kendi İşini Kurmak İstiyor)|2014|7.0|7.0|9.0|8.0|9.0|6.0|7.0|7.0|8.0|6.0|8.0|8.0|
||2015|12.0|11.0|10.0|4.0|4.0|3.0|4.0|5.0|6.0|7.0|8.0|12.0|
||2016|16.0|17.0|13.0|9.0|7.0|6.0|5.0|7.0|18.0|17.0|16.0|11.0|
||2017|15.0|13.0|17.0|17.0|18.0|10.0|8.0|5.0|8.0|8.0|9.0|8.0|
||2018|5.0|6.0|7.0|11.0|12.0|11.0|10.0|9.0|7.0|7.0|9.0|9.0|
||2019|10.0|11.0|10.0|11.0|7.0|8.0|5.0|6.0|6.0|10.0|12.0|13.0|
||2020|10.0|11.0|12.0|16.0|14.0|14.0|12.0|13.0|14.0|16.0|17.0||
|1. (15+) ve Erkek ve 32. (Lise Dengi Mesleki Okul) ve 7. (İş Bulmuş, Başlamak İçin Bekliyor)|2014|5.0|7.0|6.0|7.0|5.0|5.0|4.0|5.0|4.0|3.0|3.0|4.0|
||2015|3.0|4.0|5.0|5.0|4.0|3.0|5.0|3.0|5.0|5.0|6.0|4.0|
||2016|3.0|2.0|1.0|0.0|1.0|1.0|2.0|7.0|7.0|9.0|5.0|7.0|
||2017|6.0|5.0|2.0|1.0|4.0|4.0|5.0|4.0|8.0|7.0|6.0|3.0|
||2018|5.0|5.0|6.0|8.0|10.0|8.0|3.0|2.0|3.0|5.0|7.0|11.0|
||2019|10.0|8.0|5.0|8.0|10.0|11.0|7.0|8.0|13.0|12.0|9.0|7.0|
||2020|9.0|9.0|6.0|4.0|5.0|6.0|8.0|8.0|9.0|6.0|5.0||
|1. (15+) ve Erkek ve 4. (Yüksek Öğretim) ve 1. (Tam Zamanlı)|2014|209.0|190.0|174.0|175.0|179.0|212.0|265.0|285.0|288.0|268.0|275.0|275.0|
||2015|266.0|253.0|240.0|214.0|226.0|241.0|262.0|279.0|297.0|298.0|264.0|246.0|
||2016|247.0|258.0|272.0|270.0|307.0|328.0|368.0|375.0|372.0|359.0|364.0|365.0|
||2017|365.0|347.0|321.0|304.0|307.0|327.0|347.0|325.0|331.0|334.0|342.0|332.0|
||2018|316.0|314.0|323.0|326.0|329.0|346.0|391.0|412.0|404.0|406.0|417.0|442.0|
||2019|448.0|460.0|462.0|433.0|416.0|416.0|478.0|520.0|502.0|472.0|415.0|421.0|
||2020|404.0|393.0|398.0|382.0|400.0|443.0|460.0|478.0|496.0|497.0|496.0||
|1. (15+) ve Erkek ve 4. (Yüksek Öğretim) ve 2. (Tam Zamanlı, Ancak Bulamazsa Yarı Zamanlı Olabilir)|2014|7.0|9.0|9.0|9.0|5.0|4.0|5.0|6.0|9.0|9.0|8.0|4.0|
||2015|3.0|3.0|6.0|4.0|4.0|1.0|4.0|4.0|5.0|2.0|2.0|4.0|
||2016|5.0|5.0|5.0|6.0|7.0|5.0|5.0|3.0|7.0|9.0|12.0|9.0|
||2017|8.0|9.0|14.0|14.0|13.0|14.0|12.0|10.0|7.0|8.0|8.0|5.0|
||2018|8.0|6.0|6.0|5.0|6.0|7.0|5.0|5.0|5.0|4.0|2.0|3.0|
||2019|4.0|3.0|2.0|1.0|3.0|7.0|7.0|9.0|8.0|8.0|10.0|12.0|
||2020|13.0|10.0|6.0|9.0|6.0|7.0|7.0|9.0|15.0|19.0|18.0||
|1. (15+) ve Erkek ve 4. (Yüksek Öğretim) ve 3. (Yarı Zamanlı)|2014|2.0|2.0|2.0|3.0|3.0|3.0|-9.93E8|-9.93E8|1.0|1.0|1.0|2.0|
||2015|1.0|2.0|0.0|1.0|1.0|1.0|1.0|1.0|1.0|3.0|5.0|4.0|
||2016|2.0|0.0|0.0|0.0|0.0|-9.93E8|2.0|2.0|2.0|2.0|1.0|2.0|
||2017|1.0|1.0|2.0|2.0|4.0|3.0|3.0|2.0|2.0|2.0|2.0|2.0|
||2018|2.0|2.0|3.0|2.0|2.0|1.0|3.0|1.0|3.0|3.0|3.0|2.0|
||2019|4.0|4.0|3.0|2.0|3.0|2.0|3.0|3.0|3.0|2.0|2.0|3.0|
||2020|4.0|3.0|1.0|1.0|-9.93E8|1.0|1.0|2.0|2.0|2.0|3.0||
|1. (15+) ve Erkek ve 4. (Yüksek Öğretim) ve 4. (Yarı Zamanlı, Ancak Bulamazsa Tam Zamanlı Olabilir)|2014|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2015|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2016|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2017|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2018|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2019|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|0.0|
||2020|0.0|0.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|2.0|2.0|2.0||
|1. (15+) ve Erkek ve 4. (Yüksek Öğretim) ve 5. (Tam Zamanlı Veya Yarı Zamanlı Farketmez)|2014|5.0|5.0|5.0|4.0|4.0|4.0|6.0|6.0|6.0|10.0|11.0|9.0|
||2015|3.0|0.0|2.0|3.0|3.0|3.0|2.0|3.0|2.0|2.0|1.0|2.0|
||2016|2.0|2.0|1.0|1.0|1.0|1.0|2.0|2.0|3.0|2.0|1.0|0.0|
||2017|-9.93E8|0.0|0.0|0.0|-9.93E8|0.0|0.0|2.0|3.0|3.0|1.0|1.0|
||2018|2.0|3.0|4.0|5.0|4.0|4.0|2.0|1.0|4.0|7.0|6.0|4.0|
||2019|1.0|4.0|6.0|6.0|6.0|8.0|7.0|5.0|0.0|3.0|4.0|6.0|
||2020|6.0|8.0|11.0|13.0|17.0|17.0|19.0|19.0|16.0|15.0|14.0||
|1. (15+) ve Erkek ve 4. (Yüksek Öğretim) ve 6. (Kendi İşini Kurmak İstiyor)|2014|13.0|11.0|11.0|11.0|18.0|21.0|16.0|12.0|9.0|12.0|18.0|18.0|
||2015|21.0|18.0|20.0|21.0|21.0|22.0|20.0|15.0|11.0|16.0|18.0|20.0|
||2016|17.0|14.0|13.0|9.0|13.0|18.0|24.0|20.0|19.0|17.0|24.0|29.0|
||2017|30.0|28.0|21.0|15.0|13.0|17.0|21.0|18.0|19.0|22.0|22.0|20.0|
||2018|12.0|14.0|13.0|18.0|17.0|22.0|24.0|26.0|22.0|17.0|17.0|14.0|
||2019|16.0|18.0|18.0|17.0|17.0|19.0|19.0|19.0|15.0|15.0|14.0|20.0|
||2020|20.0|18.0|14.0|19.0|16.0|17.0|19.0|26.0|32.0|36.0|34.0||
|1. (15+) ve Erkek ve 4. (Yüksek Öğretim) ve 7. (İş Bulmuş, Başlamak İçin Bekliyor)|2014|6.0|7.0|9.0|6.0|4.0|5.0|9.0|12.0|10.0|6.0|2.0|4.0|
||2015|4.0|4.0|3.0|5.0|5.0|8.0|7.0|9.0|6.0|8.0|6.0|8.0|
||2016|8.0|9.0|12.0|9.0|11.0|7.0|10.0|9.0|10.0|10.0|9.0|7.0|
||2017|4.0|3.0|8.0|8.0|10.0|11.0|13.0|17.0|17.0|19.0|15.0|9.0|
||2018|10.0|8.0|8.0|4.0|5.0|8.0|14.0|16.0|18.0|14.0|11.0|9.0|
||2019|13.0|16.0|20.0|16.0|12.0|10.0|13.0|13.0|7.0|3.0|7.0|10.0|
||2020|11.0|10.0|8.0|7.0|9.0|10.0|17.0|18.0|19.0|12.0|10.0||
|1. (15+) ve Kadın ve 1. (Okuma Yazma Bilmeyen) ve 1. (Tam Zamanlı)|2014|21.0|21.0|21.0|14.0|13.0|14.0|15.0|15.0|18.0|22.0|20.0|16.0|
||2015|13.0|16.0|19.0|15.0|15.0|15.0|19.0|22.0|25.0|25.0|22.0|23.0|
||2016|17.0|20.0|13.0|16.0|17.0|19.0|20.0|16.0|20.0|22.0|28.0|29.0|
||2017|28.0|31.0|26.0|25.0|16.0|19.0|19.0|22.0|20.0|21.0|21.0|22.0|
||2018|24.0|19.0|19.0|19.0|18.0|19.0|18.0|29.0|27.0|28.0|24.0|33.0|
||2019|50.0|53.0|53.0|36.0|34.0|32.0|30.0|31.0|25.0|27.0|21.0|30.0|
||2020|39.0|34.0|29.0|17.0|21.0|21.0|22.0|23.0|23.0|29.0|25.0||
|1. (15+) ve Kadın ve 1. (Okuma Yazma Bilmeyen) ve 2. (Tam Zamanlı, Ancak Bulamazsa Yarı Zamanlı Olabilir)|2014|1.0|3.0|10.0|12.0|10.0|2.0|-9.93E8|1.0|2.0|4.0|3.0|2.0|
||2015|1.0|2.0|2.0|2.0|1.0|1.0|0.0|1.0|2.0|1.0|1.0|1.0|
||2016|2.0|3.0|2.0|1.0|0.0|0.0|0.0|1.0|1.0|2.0|2.0|4.0|
||2017|3.0|3.0|2.0|3.0|5.0|5.0|5.0|2.0|2.0|2.0|2.0|-9.93E8|
||2018|-9.93E8|-9.93E8|1.0|1.0|1.0|1.0|1.0|2.0|1.0|1.0|1.0|2.0|
||2019|2.0|4.0|3.0|4.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|
