|||Sütunlar||||||||||||
||2017|19.0|20.0|21.0|20.0|13.0|11.0|9.0|9.0|4.0|8.0|10.0|11.0|
||2018|14.0|11.0|13.0|6.0|6.0|12.0|14.0|15.0|10.0|10.0|11.0|9.0|
||2019|15.0|12.0|13.0|9.0|9.0|7.0|4.0|5.0|5.0|6.0|7.0|7.0|
||2020|9.0|7.0|9.0|6.0|5.0|5.0|8.0|9.0|8.0|6.0|6.0||
|2. (15-24) ve 21. (Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen) ve 13. (6-8 Ay)|2014|6.0|5.0|3.0|7.0|6.0|6.0|4.0|4.0|4.0|5.0|7.0|4.0|
||2015|2.0|3.0|2.0|9.0|8.0|10.0|6.0|8.0|6.0|4.0|3.0|6.0|
||2016|9.0|7.0|9.0|6.0|7.0|2.0|4.0|2.0|3.0|2.0|3.0|6.0|
||2017|4.0|4.0|5.0|6.0|6.0|2.0|5.0|5.0|5.0|2.0|2.0|3.0|
||2018|2.0|3.0|3.0|6.0|7.0|7.0|3.0|2.0|2.0|2.0|6.0|5.0|
||2019|10.0|8.0|7.0|4.0|4.0|4.0|3.0|2.0|1.0|0.0|-9.93E8|2.0|
||2020|3.0|4.0|5.0|3.0|3.0|2.0|2.0|4.0|3.0|2.0|2.0||
|2. (15-24) ve 21. (Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen) ve 14. (9-11 Ay)|2014|-9.93E8|-9.93E8|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|2.0|2.0|
||2015|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|0.0|1.0|1.0|3.0|2.0|
||2016|2.0|0.0|-9.93E8|-9.93E8|-9.93E8|0.0|0.0|0.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2017|-9.93E8|-9.93E8|2.0|2.0|3.0|1.0|2.0|1.0|1.0|-9.93E8|3.0|3.0|
||2018|6.0|3.0|4.0|1.0|1.0|-9.93E8|1.0|1.0|2.0|1.0|1.0|2.0|
||2019|2.0|2.0|4.0|3.0|4.0|1.0|2.0|1.0|1.0|0.0|-9.93E8|0.0|
||2020|0.0|0.0|0.0|1.0|2.0|2.0|2.0|1.0|1.0|1.0|4.0||
|2. (15-24) ve 21. (Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen) ve 21. (1 Yıl Ve Daha Fazla 2 Yıldan Az)|2014|4.0|6.0|8.0|9.0|9.0|5.0|4.0|3.0|4.0|5.0|4.0|4.0|
||2015|3.0|4.0|3.0|3.0|1.0|3.0|5.0|6.0|7.0|3.0|3.0|-9.93E8|
||2016|0.0|1.0|1.0|3.0|5.0|8.0|6.0|5.0|3.0|4.0|4.0|10.0|
||2017|9.0|9.0|3.0|2.0|1.0|3.0|4.0|4.0|3.0|4.0|4.0|6.0|
||2018|8.0|7.0|4.0|8.0|8.0|10.0|4.0|6.0|4.0|3.0|-9.93E8|3.0|
||2019|5.0|5.0|3.0|2.0|2.0|3.0|7.0|8.0|7.0|5.0|3.0|4.0|
||2020|2.0|5.0|4.0|4.0|4.0|6.0|5.0|3.0|3.0|3.0|2.0||
|2. (15-24) ve 21. (Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen) ve 22. (2 Yıl Ve Daha Fazla 3 Yıldan Az)|2014|2.0|3.0|3.0|2.0|2.0|-9.93E8|0.0|0.0|0.0|1.0|1.0|1.0|
||2015|-9.93E8|-9.93E8|-9.93E8|1.0|2.0|1.0|2.0|2.0|4.0|2.0|2.0|-9.93E8|
||2016|0.0|0.0|0.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|3.0|3.0|3.0|-9.93E8|
||2017|0.0|0.0|0.0|1.0|1.0|1.0|-9.93E8|-9.93E8|1.0|2.0|2.0|1.0|
||2018|-9.93E8|0.0|0.0|0.0|-9.93E8|1.0|1.0|1.0|0.0|2.0|2.0|1.0|
||2019|-9.93E8|1.0|2.0|3.0|2.0|1.0|0.0|2.0|3.0|3.0|1.0|-9.93E8|
||2020|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||
|2. (15-24) ve 21. (Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen) ve 23. (3 Yıl Ve Daha Fazla)|2014|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|0.0|0.0|0.0|
||2015|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|1.0|1.0|2.0|-9.93E8|-9.93E8|-9.93E8|
||2016|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|2.0|2.0|2.0|-9.93E8|
||2017|1.0|1.0|1.0|0.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2018|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|0.0|0.0|0.0|-9.93E8|
||2019|-9.93E8|-9.93E8|1.0|3.0|2.0|1.0|0.0|1.0|1.0|1.0|-9.93E8|0.0|
||2020|0.0|0.0|0.0|0.0|-9.93E8|1.0|1.0|1.0|0.0|0.0|0.0||
|2. (15-24) ve 22. (İlkokul) ve 11. (1-2 Ay)|2014|1.0|1.0|2.0|1.0|5.0|6.0|7.0|3.0|2.0|2.0|1.0|3.0|
||2015|2.0|3.0|2.0|4.0|4.0|5.0|5.0|5.0|4.0|6.0|7.0|7.0|
||2016|5.0|5.0|5.0|9.0|7.0|7.0|5.0|4.0|4.0|3.0|4.0|7.0|
||2017|8.0|6.0|4.0|1.0|3.0|4.0|11.0|12.0|10.0|7.0|7.0|8.0|
||2018|8.0|6.0|6.0|4.0|6.0|7.0|10.0|12.0|15.0|13.0|13.0|11.0|
||2019|17.0|14.0|14.0|9.0|10.0|7.0|11.0|11.0|11.0|6.0|7.0|10.0|
||2020|7.0|5.0|5.0|7.0|8.0|6.0|6.0|6.0|10.0|9.0|9.0||
|2. (15-24) ve 22. (İlkokul) ve 12. (3-5 Ay)|2014|3.0|3.0|2.0|0.0|2.0|3.0|5.0|5.0|4.0|2.0|-9.93E8|1.0|
||2015|1.0|3.0|2.0|3.0|1.0|1.0|3.0|3.0|3.0|3.0|3.0|3.0|
||2016|4.0|4.0|4.0|2.0|2.0|1.0|-9.93E8|1.0|1.0|1.0|0.0|2.0|
||2017|2.0|2.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|3.0|4.0|6.0|5.0|4.0|2.0|
||2018|2.0|2.0|2.0|1.0|2.0|4.0|4.0|3.0|2.0|2.0|3.0|5.0|
||2019|13.0|21.0|20.0|13.0|2.0|5.0|8.0|9.0|7.0|6.0|9.0|10.0|
||2020|11.0|9.0|6.0|4.0|6.0|9.0|7.0|8.0|4.0|8.0|5.0||
|2. (15-24) ve 22. (İlkokul) ve 13. (6-8 Ay)|2014|1.0|1.0|0.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2015|-9.93E8|2.0|2.0|2.0|1.0|0.0|0.0|0.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2016|-9.93E8|1.0|1.0|2.0|1.0|0.0|-9.93E8|-9.93E8|-9.93E8|1.0|2.0|2.0|
||2017|2.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|0.0|0.0|
||2018|1.0|2.0|2.0|2.0|1.0|1.0|-9.93E8|-9.93E8|2.0|2.0|2.0|1.0|
||2019|2.0|2.0|5.0|4.0|5.0|1.0|1.0|1.0|2.0|1.0|1.0|0.0|
||2020|0.0|5.0|6.0|6.0|2.0|2.0|2.0|2.0|4.0|5.0|4.0||
|2. (15-24) ve 22. (İlkokul) ve 14. (9-11 Ay)|2014|-9.93E8|-9.93E8|0.0|0.0|0.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|0.0|0.0|
||2015|0.0|-9.93E8|1.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2016|-9.93E8|-9.93E8|-9.93E8|1.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2017|-9.93E8|-9.93E8|-9.93E8|1.0|2.0|1.0|-9.93E8|-9.93E8|-9.93E8|2.0|1.0|1.0|
||2018|-9.93E8|-9.93E8|-9.93E8|-9.93E8|0.0|0.0|1.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|
||2019|0.0|1.0|1.0|2.0|1.0|3.0|2.0|2.0|-9.93E8|-9.93E8|1.0|1.0|
||2020|4.0|2.0|2.0|0.0|1.0|1.0|1.0|0.0|0.0|0.0|1.0||
|2. (15-24) ve 22. (İlkokul) ve 21. (1 Yıl Ve Daha Fazla 2 Yıldan Az)|2014|0.0|0.0|2.0|2.0|2.0|-9.93E8|-9.93E8|-9.93E8|0.0|1.0|1.0|1.0|
||2015|-9.93E8|-9.93E8|-9.93E8|-9.93E8|1.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|1.0|1.0|
||2016|1.0|0.0|0.0|2.0|2.0|2.0|1.0|1.0|1.0|1.0|1.0|1.0|
||2017|1.0|1.0|1.0|0.0|1.0|1.0|1.0|1.0|1.0|0.0|0.0|2.0|
||2018|5.0|5.0|4.0|1.0|1.0|-9.93E8|0.0|1.0|4.0|6.0|5.0|2.0|
||2019|-9.93E8|1.0|1.0|1.0|1.0|1.0|3.0|5.0|5.0|4.0|1.0|2.0|
||2020|1.0|1.0|1.0|1.0|1.0|2.0|4.0|4.0|4.0|6.0|5.0||
|2. (15-24) ve 22. (İlkokul) ve 22. (2 Yıl Ve Daha Fazla 3 Yıldan Az)|2014|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2015|0.0|0.0|0.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|1.0|1.0|
||2016|1.0|-9.93E8|-9.93E8|-9.93E8|0.0|0.0|0.0|0.0|0.0|2.0|2.0|2.0|
||2017|-9.93E8|-9.93E8|1.0|1.0|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2018|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2019|-9.93E8|-9.93E8|0.0|1.0|1.0|0.0|-9.93E8|-9.93E8|-9.93E8|1.0|1.0|1.0|
||2020|-9.93E8|-9.93E8|1.0|1.0|1.0|1.0|1.0|2.0|2.0|2.0|0.0||
|2. (15-24) ve 22. (İlkokul) ve 23. (3 Yıl Ve Daha Fazla)|2014|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2015|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2016|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2017|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|1.0|1.0|4.0|3.0|
||2018|3.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|0.0|0.0|
||2019|0.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2020|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8||
|2. (15-24) ve 23. (İlköğretim) ve 11. (1-2 Ay)|2014|180.0|171.0|174.0|149.0|161.0|175.0|210.0|200.0|196.0|187.0|187.0|202.0|
||2015|189.0|174.0|140.0|131.0|176.0|189.0|202.0|162.0|162.0|177.0|182.0|185.0|
||2016|164.0|145.0|128.0|121.0|141.0|162.0|154.0|143.0|128.0|132.0|139.0|149.0|
||2017|151.0|139.0|110.0|96.0|98.0|113.0|119.0|110.0|97.0|106.0|106.0|105.0|
||2018|91.0|94.0|93.0|75.0|74.0|86.0|96.0|101.0|96.0|91.0|115.0|109.0|
||2019|121.0|82.0|79.0|61.0|70.0|68.0|103.0|96.0|98.0|77.0|73.0|71.0|
||2020|63.0|65.0|60.0|53.0|52.0|46.0|41.0|33.0|32.0|29.0|39.0||
|2. (15-24) ve 23. (İlköğretim) ve 12. (3-5 Ay)|2014|98.0|91.0|90.0|81.0|91.0|89.0|80.0|66.0|73.0|84.0|95.0|95.0|
||2015|111.0|117.0|113.0|90.0|68.0|63.0|61.0|73.0|75.0|82.0|82.0|85.0|
||2016|88.0|88.0|80.0|61.0|47.0|37.0|52.0|58.0|64.0|60.0|63.0|90.0|
||2017|92.0|101.0|75.0|62.0|42.0|40.0|38.0|40.0|41.0|38.0|33.0|36.0|
||2018|52.0|61.0|55.0|48.0|40.0|41.0|34.0|40.0|48.0|58.0|55.0|47.0|
||2019|56.0|70.0|76.0|60.0|46.0|41.0|35.0|39.0|40.0|45.0|48.0|47.0|
||2020|45.0|37.0|35.0|35.0|34.0|38.0|42.0|42.0|39.0|27.0|23.0||
|2. (15-24) ve 23. (İlköğretim) ve 13. (6-8 Ay)|2014|30.0|37.0|34.0|38.0|30.0|27.0|29.0|28.0|29.0|29.0|27.0|35.0|
||2015|30.0|37.0|34.0|33.0|23.0|18.0|18.0|19.0|22.0|21.0|22.0|21.0|
||2016|26.0|33.0|31.0|30.0|24.0|27.0|22.0|26.0|21.0|28.0|24.0|27.0|
||2017|31.0|34.0|39.0|28.0|22.0|12.0|10.0|16.0|18.0|21.0|19.0|18.0|
||2018|21.0|19.0|25.0|23.0|17.0|12.0|10.0|10.0|10.0|11.0|20.0|28.0|
||2019|31.0|30.0|28.0|24.0|25.0|19.0|17.0|8.0|10.0|10.0|14.0|20.0|
||2020|18.0|17.0|16.0|20.0|19.0|17.0|13.0|12.0|7.0|9.0|13.0||
|2. (15-24) ve 23. (İlköğretim) ve 14. (9-11 Ay)|2014|10.0|11.0|10.0|11.0|12.0|14.0|11.0|11.0|6.0|11.0|11.0|16.0|
||2015|12.0|9.0|8.0|9.0|12.0|12.0|12.0|12.0|8.0|7.0|6.0|4.0|
||2016|2.0|6.0|9.0|12.0|10.0|6.0|5.0|7.0|8.0|10.0|8.0|7.0|
||2017|6.0|7.0|10.0|13.0|13.0|9.0|3.0|3.0|3.0|7.0|5.0|8.0|
||2018|8.0|8.0|7.0|6.0|8.0|6.0|5.0|3.0|5.0|9.0|10.0|8.0|
||2019|4.0|5.0|3.0|8.0|10.0|12.0|8.0|8.0|8.0|5.0|2.0|2.0|
||2020|6.0|8.0|9.0|5.0|7.0|5.0|6.0|6.0|6.0|5.0|4.0||
|2. (15-24) ve 23. (İlköğretim) ve 21. (1 Yıl Ve Daha Fazla 2 Yıldan Az)|2014|27.0|20.0|29.0|39.0|39.0|34.0|23.0|33.0|35.0|33.0|25.0|27.0|
||2015|40.0|41.0|39.0|34.0|32.0|29.0|30.0|27.0|30.0|24.0|31.0|26.0|
||2016|26.0|20.0|24.0|24.0|29.0|34.0|33.0|30.0|24.0|29.0|34.0|32.0|
||2017|34.0|27.0|24.0|17.0|19.0|26.0|29.0|27.0|21.0|22.0|23.0|22.0|
||2018|22.0|20.0|21.0|23.0|20.0|20.0|13.0|15.0|14.0|11.0|14.0|19.0|
||2019|26.0|23.0|23.0|21.0|26.0|25.0|30.0|32.0|28.0|22.0|17.0|19.0|
||2020|19.0|16.0|11.0|7.0|12.0|14.0|16.0|13.0|11.0|12.0|12.0||
|2. (15-24) ve 23. (İlköğretim) ve 22. (2 Yıl Ve Daha Fazla 3 Yıldan Az)|2014|11.0|12.0|8.0|11.0|9.0|10.0|11.0|9.0|11.0|8.0|8.0|5.0|
||2015|3.0|5.0|6.0|8.0|9.0|12.0|11.0|12.0|8.0|5.0|6.0|7.0|
||2016|7.0|3.0|3.0|3.0|6.0|5.0|10.0|8.0|9.0|10.0|12.0|11.0|
||2017|5.0|3.0|1.0|6.0|5.0|6.0|2.0|4.0|5.0|6.0|6.0|5.0|
||2018|5.0|4.0|4.0|5.0|5.0|4.0|5.0|5.0|4.0|4.0|3.0|3.0|
||2019|3.0|3.0|7.0|5.0|5.0|4.0|3.0|3.0|4.0|9.0|12.0|9.0|
||2020|5.0|4.0|3.0|5.0|6.0|8.0|8.0|7.0|5.0|5.0|6.0||
|2. (15-24) ve 23. (İlköğretim) ve 23. (3 Yıl Ve Daha Fazla)|2014|4.0|6.0|4.0|2.0|3.0|2.0|2.0|1.0|1.0|3.0|3.0|3.0|
||2015|2.0|1.0|2.0|3.0|3.0|2.0|0.0|1.0|1.0|1.0|0.0|-9.93E8|
||2016|0.0|0.0|0.0|1.0|2.0|4.0|4.0|6.0|4.0|4.0|1.0|1.0|
||2017|2.0|2.0|3.0|1.0|1.0|-9.93E8|1.0|2.0|4.0|3.0|3.0|2.0|
||2018|2.0|1.0|1.0|2.0|3.0|4.0|4.0|3.0|1.0|0.0|-9.93E8|2.0|
||2019|3.0|3.0|2.0|2.0|1.0|1.0|0.0|2.0|2.0|2.0|1.0|1.0|
||2020|1.0|1.0|2.0|2.0|3.0|3.0|3.0|1.0|1.0|0.0|0.0||
|2. (15-24) ve 24. (Ortaokul Veya Dengi Meslek Ortaokul) ve 11. (1-2 Ay)|2014|6.0|7.0|5.0|3.0|4.0|14.0|16.0|15.0|7.0|10.0|12.0|11.0|
||2015|10.0|11.0|14.0|15.0|23.0|41.0|52.0|50.0|43.0|37.0|39.0|38.0|
||2016|37.0|31.0|30.0|37.0|75.0|97.0|97.0|64.0|47.0|51.0|60.0|69.0|
||2017|60.0|61.0|47.0|55.0|93.0|128.0|151.0|113.0|81.0|59.0|53.0|58.0|
||2018|60.0|64.0|54.0|71.0|125.0|160.0|164.0|118.0|99.0|93.0|103.0|104.0|
||2019|100.0|84.0|82.0|85.0|146.0|177.0|208.0|150.0|120.0|98.0|109.0|122.0|
||2020|110.0|109.0|100.0|106.0|100.0|109.0|122.0|113.0|104.0|90.0|97.0||
|2. (15-24) ve 24. (Ortaokul Veya Dengi Meslek Ortaokul) ve 12. (3-5 Ay)|2014|2.0|2.0|2.0|2.0|2.0|1.0|1.0|2.0|5.0|6.0|5.0|4.0|
||2015|7.0|7.0|7.0|5.0|7.0|9.0|11.0|12.0|9.0|11.0|14.0|19.0|
||2016|20.0|18.0|18.0|18.0|18.0|23.0|20.0|24.0|17.0|22.0|20.0|25.0|
||2017|30.0|29.0|33.0|28.0|30.0|20.0|24.0|21.0|28.0|28.0|34.0|34.0|
||2018|33.0|35.0|37.0|31.0|23.0|19.0|26.0|39.0|46.0|50.0|48.0|58.0|
||2019|70.0|82.0|73.0|67.0|52.0|52.0|54.0|57.0|57.0|60.0|58.0|70.0|
||2020|81.0|80.0|69.0|55.0|65.0|89.0|86.0|74.0|46.0|52.0|55.0||
|2. (15-24) ve 24. (Ortaokul Veya Dengi Meslek Ortaokul) ve 13. (6-8 Ay)|2014|1.0|1.0|2.0|3.0|2.0|1.0|2.0|2.0|3.0|-9.93E8|2.0|3.0|
||2015|4.0|3.0|4.0|6.0|5.0|4.0|5.0|5.0|6.0|5.0|5.0|4.0|
||2016|3.0|5.0|4.0|4.0|5.0|7.0|10.0|7.0|9.0|7.0|8.0|11.0|
||2017|14.0|17.0|16.0|14.0|11.0|5.0|5.0|5.0|4.0|3.0|5.0|8.0|
||2018|13.0|15.0|17.0|15.0|14.0|12.0|8.0|7.0|5.0|2.0|7.0|13.0|
||2019|23.0|27.0|28.0|28.0|24.0|20.0|23.0|23.0|21.0|16.0|19.0|25.0|
||2020|32.0|35.0|34.0|34.0|30.0|32.0|34.0|34.0|31.0|27.0|31.0||
|2. (15-24) ve 24. (Ortaokul Veya Dengi Meslek Ortaokul) ve 14. (9-11 Ay)|2014|1.0|2.0|2.0|2.0|1.0|-9.93E8|0.0|2.0|2.0|2.0|1.0|1.0|
||2015|1.0|3.0|3.0|3.0|3.0|2.0|2.0|1.0|1.0|1.0|0.0|1.0|
||2016|2.0|2.0|1.0|-9.93E8|1.0|4.0|4.0|3.0|0.0|0.0|1.0|1.0|
||2017|1.0|1.0|3.0|6.0|6.0|7.0|6.0|6.0|4.0|2.0|3.0|2.0|
||2018|4.0|4.0|6.0|3.0|4.0|3.0|5.0|5.0|6.0|4.0|7.0|5.0|
||2019|6.0|6.0|8.0|14.0|13.0|12.0|9.0|11.0|10.0|7.0|5.0|4.0|
||2020|5.0|5.0|9.0|15.0|18.0|18.0|14.0|10.0|7.0|10.0|14.0||
|2. (15-24) ve 24. (Ortaokul Veya Dengi Meslek Ortaokul) ve 21. (1 Yıl Ve Daha Fazla 2 Yıldan Az)|2014|1.0|1.0|1.0|1.0|1.0|-9.93E8|-9.93E8|2.0|3.0|3.0|3.0|5.0|
||2015|6.0|4.0|4.0|4.0|3.0|3.0|2.0|5.0|5.0|5.0|3.0|7.0|
||2016|7.0|8.0|4.0|7.0|8.0|9.0|12.0|12.0|12.0|10.0|9.0|15.0|
||2017|17.0|17.0|10.0|10.0|10.0|8.0|5.0|9.0|13.0|13.0|11.0|15.0|
||2018|17.0|14.0|11.0|16.0|17.0|17.0|15.0|15.0|17.0|18.0|18.0|22.0|
||2019|23.0|24.0|21.0|22.0|24.0|22.0|27.0|29.0|33.0|26.0|28.0|26.0|
||2020|28.0|26.0|27.0|23.0|26.0|31.0|36.0|33.0|32.0|34.0|36.0||
|2. (15-24) ve 24. (Ortaokul Veya Dengi Meslek Ortaokul) ve 22. (2 Yıl Ve Daha Fazla 3 Yıldan Az)|2014|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2015|0.0|0.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|
||2016|0.0|0.0|1.0|2.0|2.0|2.0|1.0|2.0|2.0|0.0|-9.93E8|-9.93E8|
||2017|1.0|2.0|3.0|2.0|1.0|1.0|1.0|1.0|4.0|4.0|7.0|6.0|
||2018|6.0|3.0|1.0|1.0|3.0|3.0|5.0|5.0|6.0|4.0|3.0|4.0|
||2019|5.0|6.0|3.0|4.0|3.0|3.0|3.0|5.0|5.0|6.0|4.0|8.0|
||2020|6.0|7.0|6.0|5.0|6.0|6.0|7.0|8.0|8.0|7.0|10.0||
|2. (15-24) ve 24. (Ortaokul Veya Dengi Meslek Ortaokul) ve 23. (3 Yıl Ve Daha Fazla)|2014|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|1.0|1.0|
||2015|1.0|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2016|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|1.0|2.0|2.0|
||2017|0.0|-9.93E8|1.0|1.0|1.0|-9.93E8|0.0|1.0|2.0|2.0|1.0|-9.93E8|
||2018|1.0|3.0|3.0|3.0|1.0|1.0|0.0|1.0|2.0|2.0|1.0|3.0|
||2019|3.0|3.0|1.0|2.0|1.0|2.0|3.0|3.0|3.0|4.0|4.0|3.0|
||2020|2.0|1.0|1.0|1.0|0.0|0.0|1.0|1.0|1.0|3.0|4.0||
|2. (15-24) ve 31. (Genel Lise) ve 11. (1-2 Ay)|2014|41.0|43.0|42.0|50.0|72.0|81.0|90.0|67.0|50.0|39.0|43.0|50.0|
||2015|62.0|65.0|58.0|44.0|55.0|83.0|92.0|84.0|65.0|60.0|54.0|55.0|
||2016|56.0|55.0|49.0|51.0|68.0|81.0|81.0|64.0|51.0|46.0|49.0|49.0|
||2017|52.0|51.0|61.0|72.0|97.0|115.0|109.0|88.0|67.0|50.0|53.0|51.0|
||2018|59.0|51.0|45.0|49.0|72.0|103.0|95.0|74.0|59.0|67.0|69.0|63.0|
||2019|56.0|64.0|57.0|62.0|79.0|121.0|138.0|123.0|98.0|83.0|75.0|65.0|
||2020|65.0|60.0|56.0|49.0|60.0|80.0|87.0|89.0|70.0|72.0|65.0||
|2. (15-24) ve 31. (Genel Lise) ve 12. (3-5 Ay)|2014|28.0|27.0|30.0|19.0|16.0|14.0|20.0|21.0|22.0|23.0|30.0|29.0|
||2015|34.0|27.0|26.0|23.0|26.0|29.0|27.0|35.0|30.0|30.0|23.0|33.0|
||2016|36.0|32.0|25.0|20.0|22.0|27.0|22.0|25.0|22.0|33.0|38.0|42.0|
||2017|43.0|39.0|30.0|19.0|16.0|17.0|19.0|20.0|28.0|25.0|31.0|34.0|
||2018|38.0|31.0|27.0|24.0|19.0|17.0|19.0|25.0|29.0|38.0|36.0|44.0|
||2019|45.0|50.0|47.0|46.0|43.0|32.0|37.0|45.0|45.0|49.0|42.0|52.0|
||2020|49.0|47.0|37.0|28.0|34.0|48.0|60.0|69.0|60.0|57.0|44.0||
|2. (15-24) ve 31. (Genel Lise) ve 13. (6-8 Ay)|2014|11.0|8.0|9.0|9.0|12.0|12.0|10.0|7.0|3.0|2.0|4.0|4.0|
||2015|8.0|12.0|16.0|19.0|14.0|12.0|8.0|10.0|6.0|4.0|3.0|6.0|
||2016|11.0|17.0|18.0|17.0|13.0|11.0|12.0|11.0|8.0|6.0|10.0|14.0|
||2017|18.0|16.0|20.0|20.0|18.0|14.0|7.0|6.0|4.0|9.0|13.0|18.0|
||2018|16.0|15.0|16.0|18.0|17.0|16.0|13.0|13.0|12.0|10.0|17.0|19.0|
||2019|26.0|21.0|20.0|15.0|19.0|18.0|18.0|11.0|8.0|3.0|7.0|7.0|
||2020|7.0|8.0|20.0|26.0|26.0|23.0|19.0|24.0|17.0|21.0|17.0||
|2. (15-24) ve 31. (Genel Lise) ve 14. (9-11 Ay)|2014|3.0|4.0|3.0|4.0|4.0|5.0|3.0|1.0|2.0|2.0|2.0|1.0|
||2015|3.0|6.0|6.0|5.0|4.0|4.0|2.0|0.0|-9.93E8|1.0|1.0|2.0|
||2016|2.0|2.0|1.0|4.0|8.0|9.0|7.0|4.0|7.0|7.0|7.0|4.0|
||2017|3.0|3.0|4.0|6.0|8.0|8.0|6.0|3.0|2.0|6.0|6.0|8.0|
||2018|4.0|4.0|2.0|5.0|6.0|10.0|10.0|9.0|9.0|4.0|5.0|3.0|
||2019|4.0|6.0|5.0|7.0|4.0|7.0|4.0|5.0|2.0|4.0|3.0|3.0|
||2020|2.0|2.0|4.0|8.0|7.0|8.0|4.0|6.0|3.0|5.0|9.0||
|2. (15-24) ve 31. (Genel Lise) ve 21. (1 Yıl Ve Daha Fazla 2 Yıldan Az)|2014|15.0|14.0|11.0|8.0|7.0|6.0|8.0|11.0|15.0|19.0|19.0|15.0|
||2015|11.0|13.0|12.0|12.0|11.0|10.0|9.0|8.0|12.0|18.0|16.0|13.0|
||2016|13.0|12.0|16.0|11.0|13.0|12.0|13.0|16.0|22.0|25.0|24.0|15.0|
